ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF204K01B16,118793,DP,OMF,9,40.37
INF204K01B24,118793,DR,OMF,9,40.37
INF204K01B08,118794,GR,OMF,9,120.69
INF204K01B32,118796,GR,OMF,9,59.52
INF204K01B40,118797,DP,OMF,9,11.77
INF204K01B65,118800,DP,OMF,9,15.32
INF204K01B73,118800,DR,OMF,9,15.32
INF204K01L30,118801,DP,OMF,9,48.34
INF204K01L48,118801,DR,OMF,9,48.34
INF204K01L55,118803,GR,OMF,9,143.29
INF204K01C23,118808,DR,OMF,9,17.10
INF204K01C56,118809,DP,OMF,9,11.83
INF204K01C64,118809,DR,OMF,9,11.83
INF204K01C31,118812,DP,OMF,9,17.13
INF204K01C49,118812,DR,OMF,9,17.13
INF204K01C15,118814,GR,OMF,9,65.08
INF769K01AX2,118825,GR,OMF,9,130.43
INF769K01AY0,118826,DP,OMF,9,68.09
INF769K01AZ7,118826,DR,OMF,9,68.09
INF769K01BI1,118834,GR,OMF,9,174.71
INF769K01BJ9,118835,DP,OMF,9,81.92
INF769K01BK7,118835,DR,OMF,9,81.92
INF769K01BL5,118837,GR,OMF,9,107.83
INF769K01BM3,118838,DP,OMF,9,64.74
INF769K01BN1,118838,DR,OMF,9,64.74
INF769K01BO9,118840,GR,OMF,9,2553.54
INF769K01CM1,118859,GR,GMF,10,2884.09
INF769K01CN9,118860,DP,GMF,10,1136.71
INF769K01CQ2,118860,DR,GMF,10,1136.71
INF769K01PD2,118862,DP,GMF,10,1216.44
INF769K01CP4,118862,DR,GMF,10,1216.44
INF044D01CG6,118866,DP,OMF,9,195.32
INF044D01CN2,118868,GR,OMF,9,61.58
INF044D01BX3,118870,GR,OMF,9,168.78
INF044D01CA9,118872,GR,OMF,9.53,124.11
INF044D01CJ0,118876,GR,OMF,9,143.63
INF044D01CK8,118877,DP,OMF,9,96.41
INF044D01CL6,118877,DR,OMF,9,96.41
INF044D01CD3,118879,GR,OMF,10.05,70.77
INF044D01CQ5,118881,GR,OMF,9,51.96
INF044D01BU9,118883,GR,OMF,9,227.76
INF336L01BM9,118901,DR,GMF,10,1001.38
INF336L01BN7,118902,GR,GMF,10,2694.06
INF336L01BP2,118903,DP,GMF,10,1004.09
INF336L01BO5,118903,DR,GMF,10,1004.09
INF336L01LJ4,118904,DP,GMF,10,1107.98
INF336L01BQ0,118904,DR,GMF,10,1107.98
INF336L01BK3,118906,DR,GMF,10,1019.30
INF336L01BL1,118907,GR,GMF,10,3886.99
INF740K01MZ3,118924,GR,OMF,9,89.47
INF179K01VA8,118934,DP,OMF,9,44.45
INF179K01VB6,118934,DR,OMF,9,44.45
INF179K01VC4,118935,GR,OMF,9,859.29
INF179K01VF7,118942,GR,OMF,9,65.06
INF179K01VG5,118943,DP,OMF,9,10.17
INF179K01VH3,118943,DR,OMF,9,10.17
INF179KC1IS0,118944,DP,OMF,9,10.08
INF179KC1IT8,118944,DR,OMF,9,10.08
INF179KC1IR2,118945,DR,OMF,9,10.07
INF179K01VI1,118949,DP,OMF,9,34.48
INF179K01VJ9,118949,DR,OMF,9,34.48
INF179K01VK7,118950,GR,OMF,9,271.17
INF179K01VL5,118954,DP,OMF,9,98.90
INF179K01VM3,118954,DR,OMF,9,98.90
INF179K01UT0,118955,GR,OMF,9,2266.86
INF179KC1IU6,118959,DR,OMF,9,10.08
INF179K01VO9,118960,DP,OMF,9,10.18
INF179K01VP6,118960,DR,OMF,9,10.18
INF179K01VQ4,118961,GR,OMF,9,52.94
INF179KC1IW2,118962,DP,OMF,9,10.07
INF179K01WA6,118968,GR,OMF,9,575.44
INF179K01VY8,118969,DP,OMF,9,45.21
INF179K01VZ5,118969,DR,OMF,9,45.21
INF179K01WP4,118978,DP,OMF,9,32.19
INF179K01WR0,118978,DR,OMF,9,32.19
INF179K01WQ2,118979,GR,OMF,9,52.61
INF179K01XB2,118986,DP,OMF,9,10.45
INF179K01XC0,118986,DR,OMF,9,10.45
INF179K01XD8,118987,GR,OMF,9,34.27
INF179K01XO5,118988,DP,OMF,9,84.77
INF179K01XP2,118988,DR,OMF,9,84.77
INF179K01XQ0,118989,GR,OMF,9,224.60
INF740K01NO5,118994,GR,OMF,9,67.68
INF179K01YM7,119016,GR,OMF,9,34.26
INF179K01YT2,119017,DP,OMF,9,69.65
INF179K01YU0,119017,DR,OMF,9,69.65
INF179K01YV8,119018,GR,OMF,9,1267.07
INF740K01NY4,119019,GR,OMF,9,403.64
INF740K01NZ1,119020,DP,OMF,9,72.86
INF740K01OA2,119020,DR,OMF,9,72.86
INF740K01QA7,119028,GR,OMF,10.22,120.08
INF740K01QB5,119029,DP,OMF,10.81,41.38
INF740K01QC3,119029,DR,OMF,10.81,41.38
INF277K01MN2,119053,GR,OMF,9,500.38
INF277K01MO0,119057,DP,OMF,9,103.26
INF277K01MP7,119057,DR,OMF,9,103.26
INF277K01ML6,119058,DP,OMF,9,109.65
INF277K01MM4,119058,DR,OMF,9,109.65
INF179K01YQ8,119059,DP,OMF,9,104.65
INF179K01YR6,119059,DR,OMF,9,104.65
INF179K01YS4,119060,GR,OMF,9,1561.02
INF179K01XX6,119061,DP,OMF,9,18.86
INF179K01XY4,119061,DR,OMF,9,18.86
INF179K01XZ1,119062,GR,OMF,9,128.98
INF179K01WM1,119063,DP,OMF,9,249.27
INF179K01WN9,119065,DP,OMF,9,792.31
INF179KC1IX0,119066,DP,OMF,9,325.09
INF179K01WL3,119069,GR,OMF,9,65.37
INF740K01PY9,119070,DP,OMF,9,72.05
INF740K01PZ6,119070,DR,OMF,9,72.05
INF740K01PX1,119071,GR,OMF,9,166.02
INF179K01WB4,119075,GR,OMF,9,100.29
INF740K01PI2,119076,GR,OMF,9,115.74
INF740K01PJ0,119077,DP,OMF,9,92.89
INF740K01PK8,119077,DR,OMF,9,92.89
INF179KA1NP8,119080,DP,OMF,9,10.14
INF179KA1NO1,119080,DR,OMF,9,10.14
INF179K01WI9,119081,GR,OMF,9,63.41
INF740K01OS4,119082,GR,OMF,9,55.08
INF179KB1HV7,119089,DR,GMF,10,1019.82
INF179KB1HO2,119090,DP,GMF,10,1028.19
INF179KB1HQ7,119090,DR,GMF,10,1028.19
INF179KB1HP9,119091,GR,GMF,10,5362.20
INF179KB1HU9,119092,GR,GMF,10,6055.74
INF179KB1HZ8,119093,DR,GMF,10,1063.64
INF179KB1IA9,119094,DP,GMF,10,1063.97
INF179KB1IB7,119094,DR,GMF,10,1063.97
INF740K01OC8,119095,DP,OMF,9,43.69
INF740K01OD6,119095,DR,OMF,9,43.69
INF740K01OB0,119096,GR,OMF,9,62.16
INF740K01NF3,119099,GR,GMF,10,103.03
INF740K01NU2,119106,GR,GMF,10,56.29
INF179KB1HY1,119109,DR,GMF,10,1042.66
INF179KB1HT1,119110,GR,GMF,5,3963.48
INF179K01VR2,119115,DP,GMF,10,12.99
INF179K01VT8,119115,DR,GMF,10,12.99
INF179K01VS0,119116,GR,GMF,10,59.04
INF179K01XE6,119118,GR,OMF,9,89.16
INF179K01XF3,119119,DP,OMF,9,15.62
INF179K01XG1,119119,DR,OMF,9,15.62
INF179K01XH9,119120,DP,OMF,9,16.51
INF179K01XI7,119120,DR,OMF,9,16.51
INF740KA1OC4,119123,DP,GMF,10,1001.16
INF740KA1OD2,119123,DR,GMF,10,1001.16
INF740KA1OB6,119124,DR,GMF,10,1001.15
INF740K01QL4,119125,GR,GMF,10,3905.20
INF179K01XT4,119128,GR,OMF,9,76.25
INF179K01XR8,119129,DP,OMF,9,15.46
INF179K01XS6,119129,DR,OMF,9,15.46
INF179K01XU2,119130,DP,OMF,9,22.90
INF179K01XV0,119130,DR,OMF,9,22.90
INF179K01XW8,119131,GR,OMF,9,85.93
INF179K01VX0,119132,DP,OMF,13.01,47.44
INF666M01600,119133,GR,OMF,9,52.93
INF666M01451,119135,GR,GMF,10,2646.92
INF666M01519,119139,DP,GMF,10,1030.16
INF666M01493,119139,DR,GMF,10,1030.16
INF277K01QX2,119159,DP,OMF,9,136.15
INF277K01QY0,119159,DR,OMF,9,136.15
INF277K01QZ7,119160,GR,OMF,9,599.31
INF959L01GF1,119164,GR,GMF,10,29.60
INF277K01NE9,119171,DP,OMF,9,240.52
INF277K01NF6,119171,DR,OMF,9,240.52
INF277K01NG4,119172,GR,OMF,9,438.13
INF277K01PW6,119177,DP,OMF,9,167.61
INF277K01PX4,119177,DR,OMF,9,167.61
INF277K01PY2,119178,GR,OMF,9,507.75
INF277K01MI2,119201,DP,OMF,9,112.76
INF277K01MJ0,119201,DR,OMF,9,112.76
INF277K01MK8,119202,GR,OMF,9,575.49
INF740K01ON5,119205,GR,OMF,9,3840.00
INF740KA1NU8,119207,DP,OMF,9,1005.05
INF740KA1NV6,119207,DR,OMF,9,1005.05
INF740K01QD1,119212,GR,OMF,9,212.16
INF740K01QE9,119213,DP,OMF,9.99,63.16
INF740K01QF6,119213,DR,OMF,9.99,63.16
INF740K01PL6,119218,GR,OMF,9,715.36
INF740K01PM4,119219,DP,OMF,9,116.03
INF740K01PN2,119219,DR,OMF,9,116.03
INF740K01NJ5,119226,GR,OMF,9,52.35
INF277K01ND1,119231,GR,OMF,9,401.87
INF277K01MZ6,119232,DP,OMF,9,147.66
INF277K01NA7,119232,DR,OMF,9,147.66
INF277K01NB5,119233,DP,OMF,9,136.57
INF277K01NC3,119233,DR,OMF,9,136.57
INF740K01QI0,119238,DP,OMF,9,2466.64
INF740K01QK6,119238,DR,OMF,9,2466.64
INF740K01QG4,119239,GR,OMF,9,3620.36
INF740K01OL9,119241,DP,OMF,9,96.16
INF740K01OM7,119241,DR,OMF,9,96.16
INF740K01OK1,119242,GR,OMF,9,160.20
INF277K01PQ8,119243,GR,OMF,9.98,181.15
INF277K01PO3,119244,DP,OMF,9.98,94.92
INF277K01PP0,119244,DR,OMF,9.98,94.92
INF740K01PU7,119247,GR,OMF,9.53,345.54
INF740K01PV5,119248,DP,OMF,10.19,55.14
INF740K01PW3,119248,DR,OMF,10.19,55.14
INF740K01PS1,119249,DP,OMF,9,30.60
INF740K01PT9,119249,DR,OMF,9,30.60
INF740K01PR3,119250,GR,OMF,9,523.88
INF277K01QO1,119251,GR,OMF,9,78.19
INF740K01OH7,119252,GR,OMF,9.87,86.20
INF740K01OI5,119253,DP,OMF,10,72.13
INF740K01OJ3,119253,DR,OMF,10,72.13
INF277K01QN3,119255,GR,OMF,9,76.23
INF277K01QM5,119256,GR,OMF,9,37.50
INF740K01PC5,119275,GR,OMF,10.86,27.88
INF740K01OZ9,119277,GR,OMF,14.63,65.13
INF740K01PA9,119278,DP,OMF,14.7,38.98
INF740K01PB7,119278,DR,OMF,14.7,38.98
INF740K01PF8,119279,GR,OMF,12.86,34.49
INF277K01I94,119281,DP,OMF,9,235.76
INF277K01PK1,119287,DP,OMF,9,222.00
INF277K01PJ3,119288,DP,OMF,9,173.43
INF582M01633,119292,GR,OMF,9,57.28
INF582M01682,119301,DR,GMF,10,1001.20
INF582M01674,119303,GR,GMF,10,2634.36
INF582M01781,119306,DP,OMF,9,71.06
INF582M01765,119307,GR,OMF,9,71.06
INF582M01799,119311,GR,OMF,9,24.58
INF277K01QW4,119312,GR,OMF,9,65.96
INF955L01971,119333,GR,OMF,9,56.68
INF955L01AD7,119341,GR,GMF,10,47.27
INF761K01652,119350,GR,OMF,9,103.85
INF761K01884,119351,GR,OMF,10.25,186.89
INF761K01876,119352,DP,OMF,10.25,74.64
INF761K01868,119352,DR,OMF,9,74.64
INF955L01AE5,119353,DP,OMF,9,54.85
INF955L01AG0,119354,GR,OMF,9,317.76
INF761K01694,119363,DP,OMF,9.6,65.81
INF761K01686,119363,DR,OMF,9.6,65.81
INF761K01702,119364,GR,OMF,9.6,69.74
INF761K01728,119365,DP,OMF,9,68.56
INF761K01710,119365,DR,OMF,9,68.56
INF761K01CL0,119368,DR,GMF,10,1005.00
INF761K01785,119369,GR,GMF,10,3145.24
INF761K01892,119379,GR,OMF,9,3387.99
INF761K01736,119382,GR,OMF,9,30.08
INF761K01751,119383,DP,OMF,9,14.62
INF761K01744,119383,DR,OMF,9,14.62
INF761K01819,119393,GR,OMF,9,37.16
INF955L01BD5,119400,GR,OMF,9,32.83
INF955L01AK2,119414,DP,GMF,10,1002.08
INF955L01AL0,119415,GR,GMF,10,3148.01
INF277K011C6,119421,DR,GMF,10,1114.52
INF277K01PR6,119424,GR,GMF,10,4998.97
INF209K01VG0,119433,DP,OMF,9,205.20
INF209K01VI6,119433,DR,OMF,9,205.20
INF209K01VH8,119436,GR,OMF,9,1019.65
INF209K01R96,119497,DP,OMF,9,10.91
INF209KA1KR4,119497,DR,OMF,9,10.91
INF209K01XK8,119498,GR,OMF,9,53.43
INF209K01US7,119499,DP,OMF,9,100.81
INF209K01UQ1,119500,DP,OMF,9,100.38
INF209K01UR9,119501,GR,OMF,9,579.96
INF209K01N82,119505,GR,OMF,9,51.10
INF209K01Q55,119506,DP,OMF,9,49.10
INF209K01WB9,119506,DR,OMF,9,49.10
INF209K01WA1,119507,GR,OMF,9,514.41
INF209K01UU3,119511,GR,GMF,10,389.07
INF209K01UV1,119512,DP,GMF,10,100.27
INF209KA1LM3,119512,DR,GMF,10,100.27
INF209K01UT5,119513,DR,GMF,10,100.02
INF209K01WH6,119514,GR,OMF,9,105.35
INF209K01WG8,119515,DP,OMF,9.53,44.15
INF209K01Q89,119516,DP,OMF,9,51.60
INF209K01WT1,119516,DR,OMF,9,51.60
INF209K01WS3,119517,GR,OMF,9,51.56
INF209K01XU7,119523,GR,OMF,9,755.72
INF209K01P80,119525,DP,OMF,9,11.52
INF209K01VQ9,119525,DR,OMF,9,11.52
INF209K01VP1,119526,GR,OMF,9,29.76
INF209K01YX9,119527,DP,OMF,9,95.56
INF209K01YW1,119527,DR,OMF,9,95.56
INF209K01YY7,119528,GR,OMF,9,594.15
INF209K01N90,119532,DP,OMF,9,12.82
INF209KA1KU8,119532,DR,OMF,9,12.82
INF209K01S38,119533,GR,OMF,9,118.31
INF209KA1KO1,119538,DP,OMF,9,18.65
INF209K01XA9,119539,GR,OMF,9,46.02
INF209KA1KN3,119540,DP,OMF,9,14.89
INF209KA1KP8,119541,DP,OMF,9,14.28
INF209K01P23,119543,DP,OMF,9,463.56
INF209K01UM0,119543,DR,OMF,9,463.56
INF209K01UN8,119544,GR,OMF,9,69.33
INF903J01NL7,119548,DP,OMF,9,19.41
INF903J01NM5,119548,DR,OMF,9,19.41
INF903J01NN3,119549,GR,OMF,9,237.27
INF209K01YN0,119550,GR,OMF,9,392.56
INF209KA12Z1,119551,DP,OMF,12.65,110.60
INF209KA13Z9,119551,DR,OMF,12.65,110.60
INF209K01YM2,119552,DP,OMF,9,116.82
INF209K01WN4,119556,GR,OMF,9,96.22
INF209K01WM6,119557,DP,OMF,9.46,67.54
INF209K01Q71,119563,DP,OMF,11.11,60.06
INF209K01WF0,119563,DR,OMF,11.11,60.06
INF209K01WE3,119564,GR,OMF,9,168.22
INF903J01PP3,119565,DP,OMF,9,33.91
INF903J01PQ1,119565,DR,OMF,9,33.91
INF903J01PR9,119566,GR,OMF,9,98.30
INF200K01QS4,119567,DP,OMF,9,20.17
INF200K01QT2,119567,DR,OMF,9,20.17
INF209K01VA3,119568,GR,GMF,10,441.07
INF209K01UZ2,119569,DP,GMF,10,100.20
INF209K01VC9,119570,DP,GMF,10,100.36
INF209K01VD7,119571,DP,GMF,10,150.08
INF200K01QU0,119574,DP,OMF,9,37.33
INF903J01MJ3,119581,GR,OMF,9,1561.20
INF903J01MH7,119582,DP,OMF,9.33,73.31
INF903J01MI5,119582,DR,OMF,9.33,73.31
INF200K01QV8,119585,DP,OMF,9,68.66
INF200K01QW6,119585,DR,OMF,9,68.66
INF903J01NI3,119588,DP,OMF,9.21,37.45
INF903J01NJ1,119588,DR,OMF,9.21,37.45
INF903J01NK9,119589,GR,OMF,9,285.01
INF209K01Q63,119590,DP,OMF,9,49.86
INF209K01WC7,119591,GR,OMF,9,241.11
INF903J01NF9,119594,DP,OMF,9,29.27
INF903J01NG7,119594,DR,OMF,9,29.27
INF903J01NH5,119595,GR,OMF,9,102.25
INF903J01MZ9,119596,DP,OMF,9,37.08
INF903J01NA0,119596,DR,OMF,9,37.08
INF903J01NB8,119597,GR,OMF,9,126.02
INF200K01QX4,119598,GR,OMF,9,105.80
INF903J01OB6,119602,GR,OMF,9,44.03
INF200K01RW4,119604,DP,OMF,9,99.30
INF200K01RX2,119604,DR,OMF,9,99.30
INF209K01XP7,119605,GR,GMF,10,86.79
INF209KA1LC4,119606,DP,GMF,10,11.66
INF200K01RY0,119609,GR,OMF,9,339.33
INF200K01RZ7,119613,DP,OMF,9,70.10
INF200K01SA8,119613,DR,OMF,9,70.10
INF209K01Q22,119619,DP,OMF,9,94.11
INF209K01Q30,119620,GR,OMF,9,881.11
INF903J01NR4,119621,GR,OMF,9,42.85
INF903J01PA5,119625,GR,OMF,9,45.09
INF903J01OP6,119635,GR,OMF,9,33.00
INF209K01VT3,119646,GR,OMF,9,1444.83
INF209K01Q06,119647,DP,OMF,9,462.02
INF209K01VU1,119647,DR,OMF,9,462.02
INF209K01VY3,119648,GR,OMF,9,265.99
INF209K01VX5,119649,DP,OMF,9,27.50
INF209K01WY1,119657,GR,OMF,9,137.18
INF209K01WP9,119658,DP,OMF,12.38,77.22
INF209K01WR5,119658,DR,OMF,9,77.22
INF209K01WQ7,119659,GR,OMF,9,144.70
INF200K01RB8,119670,DP,OMF,9,22.27
INF200K01RC6,119670,DR,OMF,9,22.27
INF200K01RD4,119671,GR,OMF,9,39.87
INF903J01PO6,119675,GR,OMF,9,78.99
INF200K01RQ6,119695,DP,OMF,9,47.22
INF200K01RR4,119695,DR,OMF,9,47.22
INF200K01RS2,119700,GR,OMF,9,53.36
INF200K01SB6,119705,GR,OMF,9,123.19
INF200K01SF7,119706,DP,GMF,10,22.57
INF200K01SG5,119706,DR,GMF,10,22.57
INF200K01SH3,119707,GR,GMF,10,70.72
INF200K01SC4,119708,DP,OMF,9,95.62
INF200K01SD2,119708,DR,OMF,9,95.62
INF200K01SE0,119709,GR,OMF,9,266.35
INF200K01SL5,119710,DP,OMF,9,139.54
INF200K01SM3,119710,DR,OMF,9,139.54
INF200K01SN1,119711,GR,OMF,9,390.91
INF200K01SP6,119713,DP,OMF,9,22.10
INF200K01SQ4,119713,DR,OMF,9,22.10
INF200K01SR2,119714,GR,OMF,9,77.88
INF200K01TN9,119715,DP,OMF,9,148.81
INF200K01TO7,119715,DR,OMF,9,148.81
INF200K01TP4,119716,GR,OMF,9,262.47
INF200K01UE6,119717,DP,OMF,9,62.22
INF200K01UF3,119717,DR,OMF,9,62.22
INF200K01UG1,119718,GR,OMF,9,124.48
INF200K01QR6,119719,GR,OMF,9,121.20
INF200K01UH9,119720,DP,OMF,9,372.15
INF200K01UI7,119720,DR,OMF,9,372.15
INF200K01UJ5,119721,GR,OMF,9,713.99
INF200K01UK3,119722,DP,OMF,9,119.99
INF200K01UM9,119723,GR,OMF,9,484.46
INF200K01QY2,119724,DP,OMF,9,90.77
INF200K01QZ9,119724,DR,OMF,9,90.77
INF200K01RJ1,119727,GR,OMF,9,424.71
INF200K01RK9,119730,DP,OMF,9,235.22
INF200K01RL7,119730,DR,OMF,9,235.22
INF200K01RT0,119731,DP,OMF,9,176.74
INF200K01RU8,119731,DR,OMF,9,176.74
INF200K01UY4,119732,GR,OMF,9,39.07
INF200K01UW8,119733,DP,OMF,9,39.01
INF200K01UX6,119733,DR,OMF,9,39.01
INF174K01JC0,119735,GR,OMF,9,87.83
INF174K01JI7,119739,GR,OMF,9,59.42
INF174K01LZ7,119741,GR,OMF,9,34.86
INF174K01MW2,119746,GR,GMF,10,4707.38
INF174K019O8,119747,DP,GMF,10,1251.93
INF174K01MX0,119747,DR,GMF,10,1251.93
INF174K01JP2,119750,GR,OMF,9,46.62
INF174K01JQ0,119751,DP,OMF,9,20.09
INF174K01JX6,119753,DP,OMF,9,14.70
INF174K01JU2,119755,GR,OMF,9,41.88
INF174K01KM7,119757,GR,GMF,10,111.25
INF174K01KF1,119758,DP,GMF,10,23.90
INF174K01KE4,119759,GR,GMF,10,108.62
INF174K01NH1,119764,DR,GMF,10,1222.81
INF174K01NE8,119766,GR,GMF,10,5516.23
INF174K01LL7,119767,DP,OMF,9,46.07
INF174K01LM5,119767,DR,OMF,9,46.07
INF174K01LA0,119768,DP,OMF,9,65.34
INF174K01LB8,119768,DR,OMF,9,65.34
INF174K01KZ9,119769,GR,OMF,9,183.61
INF174K01LE2,119770,DP,OMF,9,11.21
INF174K01LD4,119770,DR,OMF,9,11.21
INF174K01LC6,119771,GR,OMF,9,41.60
INF174K01LJ1,119772,DP,OMF,9,57.57
INF174K01LI3,119773,GR,OMF,9,137.43
INF174K01LU8,119774,DP,OMF,9,93.78
INF174K01LV6,119774,DR,OMF,9,93.78
INF174K01LT0,119775,GR,OMF,9,157.40
INF174K01LO1,119776,DP,OMF,9,280.75
INF174K01LP8,119776,DR,OMF,9,280.75
INF174K01LN3,119777,GR,OMF,9,285.89
INF174K01LX2,119778,DP,OMF,9,37.05
INF174K01LY0,119778,DR,OMF,9,37.05
INF174K01LW4,119779,GR,OMF,9,36.90
INF174K01MQ4,119780,DP,OMF,12.69,61.00
INF174K01MR2,119780,DR,OMF,12.69,61.00
INF174K01MP6,119781,GR,OMF,12.69,61.00
INF200K01UN7,119782,DP,OMF,9,329.07
INF200K01UO5,119782,DR,OMF,9,329.07
INF200K01UP2,119783,GR,OMF,9,473.63
INF200K01TG3,119784,DR,OMF,9,2358.30
INF200K01RP8,119788,GR,OMF,12.41,46.45
INF200K01RN3,119789,DP,OMF,11.35,46.38
INF200K01RO1,119789,DR,OMF,11.35,46.38
INF200K01SV4,119798,GR,OMF,9,51.35
INF200K01UU2,119799,DP,GMF,10,1387.41
INF200K01UV0,119799,DR,GMF,10,1387.41
INF200K01UT4,119800,GR,GMF,10,4268.40
INF200K01UR8,119804,DP,GMF,10,1393.85
INF200K01US6,119804,DR,GMF,10,1393.85
INF200K01UQ0,119805,DR,GMF,10,1144.05
INF200K01VJ3,119810,DR,OMF,9,1453.04
INF200K01VM7,119812,GR,OMF,9,3769.34
INF200K01VF1,119813,DP,OMF,9,19.72
INF200K01VG9,119813,DR,OMF,9,19.72
INF200K01VE4,119816,GR,OMF,9,35.36
INF200K01VN5,119818,DP,OMF,9,1675.01
INF200K01VO3,119818,DR,OMF,9,1675.01
INF200K01SX0,119820,DP,GMF,10,18.30
INF200K01SY8,119820,DR,GMF,10,18.30
INF200K01SZ5,119821,GR,GMF,10,46.18
INF200K01SW2,119822,DR,GMF,10,14.42
INF200K01VB0,119824,GR,OMF,9,57.35
INF200K01UZ1,119825,DP,OMF,9,22.29
INF200K01VA2,119825,DR,OMF,9,22.29
INF200K01TC2,119826,DP,OMF,9,122.38
INF200K01TD0,119826,DR,OMF,9,122.38
INF200K01TE8,119827,GR,OMF,9,238.26
INF200K01TF5,119828,GR,OMF,9,6306.84
INF200K01TH1,119829,DP,OMF,9,1275.09
INF200K01TI9,119829,DR,OMF,9,1275.09
INF200K01TJ7,119831,DR,GMF,10,1349.41
INF200K01TL3,119832,DP,GMF,10,1377.94
INF200K01TM1,119832,DR,GMF,10,1377.94
INF200K01TK5,119833,GR,GMF,5,4347.49
INF200K01RH5,119834,DP,OMF,9,103.50
INF200K01RI3,119834,DR,OMF,9,103.50
INF200K01RA0,119835,GR,OMF,9,430.12
INF200K01TV2,119836,DP,OMF,9,24.92
INF200K01TW0,119836,DR,OMF,9,24.92
INF200K01TQ2,119837,DP,OMF,9,32.52
INF200K01TR0,119837,DR,OMF,9,32.52
INF200K01TT6,119838,DP,OMF,9,28.31
INF200K01TU4,119838,DR,OMF,9,28.31
INF200K01TS8,119839,GR,OMF,9,81.55
INF200K01TX8,119840,DP,OMF,9,42.35
INF200K01TY6,119840,DR,OMF,9,42.35
INF200K01UA4,119841,DP,OMF,9,33.38
INF200K01UB2,119841,DR,OMF,9,33.38
INF200K01UC0,119842,DP,OMF,9,35.31
INF200K01UD8,119842,DR,OMF,9,35.31
INF200K01TZ3,119843,GR,OMF,9,74.33
INF277K01YE6,119861,GR,GMF,10,4310.58
INF277K012D2,119862,DR,GMF,10,1001.52
INF277K01OK4,119863,GR,OMF,9,4192.60
INF277K018B3,119864,DR,OMF,9,1003.53
INF277K019B1,119865,DP,OMF,9,1009.21
INF277K010C8,119865,DR,OMF,9,1009.21
INF277K01QR4,119949,GR,OMF,9,54.69
INF277K01QP8,119950,DP,OMF,9,24.84
INF277K01QQ6,119950,DR,OMF,9,24.84
INF277K01OX7,119953,GR,GMF,10,88.19
INF277K01QH5,119960,GR,OMF,9,63.80
INF336L01CK1,120029,DP,OMF,9.4,41.02
INF336L01CL9,120029,DR,OMF,9.4,41.02
INF336L01CM7,120030,GR,OMF,9,548.25
INF336L01BY4,120035,GR,OMF,9,11.33
INF336L01CB0,120037,DR,GMF,10,1001.58
INF336L01CC8,120038,GR,GMF,10,2720.74
INF336L01BZ1,120039,DP,GMF,10,1039.76
INF336L01CA2,120039,DR,GMF,10,1039.76
INF336L01CJ3,120043,GR,OMF,9,32.21
INF336L01DF9,120045,DP,OMF,9.33,48.78
INF336L01DG7,120045,DR,OMF,9.33,48.78
INF336L01DH5,120046,GR,OMF,9,244.95
INF336L01DE2,120059,GR,OMF,9,47.74
INF336L01DW4,120073,GR,OMF,9,69.00
INF336L01EE0,120079,GR,OMF,9,101.24
INF663L01AD7,120084,GR,OMF,9,3043.21
INF200K01SI1,120136,DP,GMF,10,22.03
INF200K01SJ9,120136,DR,GMF,10,22.03
INF200K01SK7,120137,GR,GMF,10,67.73
INF174K01KW6,120152,GR,OMF,9,679.23
INF174K01KY2,120153,DP,OMF,9,89.83
INF174K01KX4,120153,DR,OMF,9,89.83
INF174K01JZ1,120154,GR,OMF,9,69.01
INF174K01KA2,120155,DP,OMF,9,13.84
INF174K01KB0,120155,DR,OMF,9,13.84
INF174K01LG7,120157,DP,OMF,9,72.14
INF174K01LH5,120157,DR,OMF,9,72.14
INF174K01LF9,120158,GR,OMF,9,408.81
INF174K01KU0,120163,DP,OMF,9,125.10
INF174K01KV8,120163,DR,OMF,9,125.10
INF174K01KT2,120164,GR,OMF,9,284.81
INF174K01LQ6,120165,DP,OMF,9,60.73
INF174K01LR4,120165,DR,OMF,9,60.73
INF174K01LS2,120166,GR,OMF,9,99.44
INF109K01Z55,120185,DP,OMF,9,83.38
INF109K01Z63,120185,DR,OMF,9,83.38
INF109K01Z71,120186,GR,OMF,9,83.38
INF109K01Q15,120188,DR,GMF,10,100.11
INF109K01Q98,120190,DP,GMF,10,100.26
INF109K01Q31,120191,DP,GMF,10,187.43
INF109K01Q23,120191,DR,GMF,10,187.43
INF109K01Q49,120197,GR,GMF,10,404.13
INF109K01R22,120209,DR,GMF,10,100.14
INF109K01R14,120211,GR,GMF,10,399.12
INF109K01R89,120212,DP,GMF,10,100.91
INF109K01W58,120242,GR,OMF,9,178.17
INF109K013J1,120244,GR,OMF,9,155.42
INF109K011J5,120245,DP,OMF,9,77.16
INF109K012J3,120245,DR,OMF,9,77.16
INF767K01DL5,120248,DP,GMF,10,1034.60
INF767K01DM3,120248,DR,GMF,10,1034.60
INF767K01DN1,120249,GR,GMF,10,4957.13
INF109K01Y07,120251,GR,OMF,9,455.68
INF109K01X81,120252,DP,OMF,9,72.04
INF109K01X99,120252,DR,OMF,9,72.04
INF109K010A6,120256,GR,OMF,9,35.37
INF109K011A4,120258,DP,OMF,9,13.00
INF109K012A2,120258,DR,OMF,9,13.00
INF767K01EC2,120260,DP,OMF,9,21.82
INF767K01EE8,120260,DR,OMF,9,21.82
